사건번호,접수일(년월일),성별,연령대,지역,판매유형,물품소분류,청구이유
2020036282,2020-09-15 00:00:00,여성,20 - 29세,경기도,소셜커머스(쇼핑),기타의류·섬유,청약철회
2020036283,2020-09-15 00:00:00,여성,50 - 59세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020036284,2020-09-15 00:00:00,여성,30 - 39세,경상남도,일반판매,외식,계약해제.해지/위약금
2020036285,2020-09-15 00:00:00,여성,50 - 59세,경기도,모바일거래,투자자문(컨설팅),부당행위
2020036286,2020-09-15 00:00:00,여성,20 - 29세,대전광역시,일반판매,헬스장,계약해제.해지/위약금
2020036287,2020-09-15 00:00:00,남성,30 - 39세,경상남도,일반판매,기타가구,청약철회
2020036288,2020-09-15 00:00:00,여성,50 - 59세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020036289,2020-09-15 00:00:00,남성,40 - 49세,경상북도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020036290,2020-09-15 00:00:00,여성,60 - 64세,전라북도,국내온라인거래,이불·요,품질(물품/용역)
2020036291,2020-09-15 00:00:00,남성,60 - 64세,경기도,일반판매,기타곡류·곡류가공식품,품질(물품/용역)
2020036292,2020-09-15 00:00:00,남성,50 - 59세,경기도,일반판매,차량네비게이션(자동항법장치),계약해제.해지/위약금
2020036295,2020-09-15 00:00:00,여성,50 - 59세,경상북도,일반판매,자동차검사,계약불이행(불완전이행)
2020036296,2020-09-15 00:00:00,여성,50 - 59세,경상남도,다단계판매,기타건강식품,안전(제품/시설)
2020036297,2020-09-15 00:00:00,남성,40 - 49세,충청남도,전화권유판매,투자자문(컨설팅),부당행위
2020036298,2020-09-15 00:00:00,남성,20 - 29세,경기도,소셜커머스(쇼핑),스마트폰,청약철회
2020036299,2020-09-15 00:00:00,여성,30 - 39세,서울특별시,일반판매,산후조리원,계약해제.해지/위약금
2020036300,2020-09-15 00:00:00,남성,40 - 49세,전라북도,국내온라인거래,기타숙박시설,AS불만
2020036301,2020-09-15 00:00:00,남성,30 - 39세,울산광역시,일반판매,중형승용자동차,계약해제.해지/위약금
2020036302,2020-09-15 00:00:00,여성,40 - 49세,인천광역시,일반판매,피혁세탁,계약불이행(불완전이행)
2020036303,2020-09-15 00:00:00,여성,40 - 49세,경기도,일반판매,미분류대여(렌트),계약해제.해지/위약금
2020036304,2020-09-15 00:00:00,여성,30 - 39세,경기도,일반판매,냉장고,품질(물품/용역)
2020036305,2020-09-15 00:00:00,여성,50 - 59세,서울특별시,일반판매,사진촬영,부당행위
2020036306,2020-09-15 00:00:00,남성,30 - 39세,세종특별자치시,기타,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020036308,2020-09-15 00:00:00,여성,40 - 49세,경상남도,일반판매,식탁,계약해제.해지/위약금
2020036309,2020-09-15 00:00:00,여성,40 - 49세,대전광역시,방문판매,인터넷교육서비스,계약해제.해지/위약금
2020036310,2020-09-15 00:00:00,남성,50 - 59세,서울특별시,TV홈쇼핑,미분류대여(렌트),계약해제.해지/위약금
2020036311,2020-09-15 00:00:00,남성,20 - 29세,부산광역시,일반판매,인터넷교육서비스,품질(물품/용역)
2020036313,2020-09-15 00:00:00,남성,40 - 49세,인천광역시,일반판매,예식서비스,계약해제.해지/위약금
2020036315,2020-09-15 00:00:00,남성,40 - 49세,서울특별시,일반판매,기타가방,품질(물품/용역)
2020036316,2020-09-15 00:00:00,남성,20 - 29세,인천광역시,방문판매,헬스장,계약해제.해지/위약금
2020036318,2020-09-15 00:00:00,여성,40 - 49세,경상북도,전화권유판매,투자자문(컨설팅),부당행위
2020036319,2020-09-15 00:00:00,여성,50 - 59세,서울특별시,모바일거래,캐주얼바지,청약철회
2020036320,2020-09-15 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020036321,2020-09-15 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020036322,2020-09-15 00:00:00,여성,20 - 29세,경기도,일반판매,전동킥보드,AS불만
2020036323,2020-09-15 00:00:00,여성,50 - 59세,서울특별시,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020036324,2020-09-15 00:00:00,남성,20 - 29세,대구광역시,국내온라인거래,호텔,계약해제.해지/위약금
2020036325,2020-09-15 00:00:00,여성,40 - 49세,경기도,방문판매,건강(암·기타질병)보험,부당행위
2020036326,2020-09-15 00:00:00,남성,65 - 69세,서울특별시,일반판매,치과,품질(물품/용역)
2020036327,2020-09-15 00:00:00,남성,20 - 29세,경기도,방문판매,헬스장,계약해제.해지/위약금
2020036328,2020-09-15 00:00:00,남성,30 - 39세,경기도,일반판매,스마트폰,품질(물품/용역)
2020036329,2020-09-15 00:00:00,여성,40 - 49세,인천광역시,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2020036330,2020-09-15 00:00:00,남성,50 - 59세,부산광역시,일반판매,바닥재·마루공사,AS불만
2020036331,2020-09-15 00:00:00,남성,60 - 64세,충청남도,일반판매,운동화,품질(물품/용역)
2020036332,2020-09-15 00:00:00,여성,20 - 29세,경기도,국내온라인거래,기타보건·위생용품,청약철회
2020036333,2020-09-15 00:00:00,여성,60 - 64세,인천광역시,방문판매,미분류대여(렌트),청약철회
2020036334,2020-09-15 00:00:00,여성,40 - 49세,부산광역시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020036335,2020-09-15 00:00:00,남성,20 - 29세,경기도,일반판매,각종공연관람,계약불이행(불완전이행)
2020036336,2020-09-15 00:00:00,여성,30 - 39세,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2020036337,2020-09-15 00:00:00,남성,65 - 69세,울산광역시,전화권유판매,투자자문(컨설팅),부당행위
2020036338,2020-09-15 00:00:00,여성,40 - 49세,광주광역시,국내온라인거래,호텔,계약해제.해지/위약금
2020036339,2020-09-15 00:00:00,여성,20 - 29세,경기도,국내온라인거래,피부·체형관리서비스,부당행위
2020036340,2020-09-15 00:00:00,남성,65 - 69세,전라북도,전화권유판매,투자자문(컨설팅),부당행위
2020036342,2020-09-15 00:00:00,남성,65 - 69세,전라북도,전화권유판매,투자자문(컨설팅),부당행위
2020036343,2020-09-15 00:00:00,남성,70 - 79세,서울특별시,국내온라인거래,소파,품질(물품/용역)
2020036344,2020-09-15 00:00:00,여성,50 - 59세,서울특별시,일반판매,전기세탁기,AS불만
2020036345,2020-09-15 00:00:00,남성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020036346,2020-09-15 00:00:00,남성,65 - 69세,전라북도,전화권유판매,투자자문(컨설팅),부당행위
2020036347,2020-09-15 00:00:00,남성,30 - 39세,경기도,국내온라인거래,기타자동차부품,계약불이행(불완전이행)
2020036348,2020-09-15 00:00:00,남성,불명,서울특별시,국내온라인거래,자동차주유,계약불이행(불완전이행)
2020036349,2020-09-15 00:00:00,남성,60 - 64세,부산광역시,전화권유판매,투자자문(컨설팅),부당행위
2020036350,2020-09-15 00:00:00,여성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020036351,2020-09-15 00:00:00,여성,40 - 49세,부산광역시,기타,투자자문(컨설팅),계약해제.해지/위약금
2020036352,2020-09-15 00:00:00,남성,60 - 64세,강원도,전화권유판매,투자자문(컨설팅),부당행위
2020036353,2020-09-15 00:00:00,여성,불명,서울특별시,일반판매,핸드백,품질(물품/용역)
2020036354,2020-09-15 00:00:00,남성,50 - 59세,대전광역시,일반판매,택배화물운송서비스,품질(물품/용역)
2020036355,2020-09-15 00:00:00,남성,65 - 69세,경기도,방문판매,정수기대여(렌트),AS불만
2020036356,2020-09-15 00:00:00,여성,40 - 49세,경기도,기타통신판매,컴퓨터수리,가격.요금
2020036357,2020-09-15 00:00:00,여성,20 - 29세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020036358,2020-09-15 00:00:00,여성,30 - 39세,충청북도,일반판매,소파,품질(물품/용역)
2020036359,2020-09-15 00:00:00,남성,30 - 39세,경기도,일반판매,스마트폰,AS불만
2020036360,2020-09-15 00:00:00,여성,20 - 29세,경기도,국내온라인거래,식사배달,부당행위
2020036362,2020-09-15 00:00:00,남성,50 - 59세,서울특별시,소셜커머스(쇼핑),냉장고,계약불이행(불완전이행)
2020036363,2020-09-15 00:00:00,여성,20 - 29세,경기도,일반판매,스포츠시설이용,품질(물품/용역)
2020036364,2020-09-15 00:00:00,여성,20 - 29세,인천광역시,일반판매,국외여행,계약해제.해지/위약금
2020036365,2020-09-15 00:00:00,남성,30 - 39세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020036366,2020-09-15 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020036367,2020-09-15 00:00:00,여성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020036368,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020036369,2020-09-16 00:00:00,남성,40 - 49세,충청남도,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020036370,2020-09-16 00:00:00,여성,20 - 29세,경기도,국제온라인거래,통신기기케이스,품질(물품/용역)
2020036371,2020-09-16 00:00:00,남성,20 - 29세,경기도,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020036372,2020-09-16 00:00:00,여성,30 - 39세,인천광역시,전화권유판매,인터넷정보이용서비스,청약철회
2020036373,2020-09-16 00:00:00,남성,30 - 39세,전라북도,국내온라인거래,모바일게임서비스,계약해제.해지/위약금
2020036374,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020036375,2020-09-16 00:00:00,여성,30 - 39세,경기도,일반판매,도색공사,품질(물품/용역)
2020036376,2020-09-16 00:00:00,남성,70 - 79세,대전광역시,국내온라인거래,기타건강식품,이자.수수료
2020036377,2020-09-16 00:00:00,여성,20 - 29세,경상남도,방문판매,정수기대여(렌트),AS불만
2020036378,2020-09-16 00:00:00,여성,50 - 59세,부산광역시,일반판매,각종쿠폰류(무료통화권포함),가격.요금
2020036379,2020-09-16 00:00:00,여성,50 - 59세,서울특별시,기타통신판매,국외여행,계약해제.해지/위약금
2020036381,2020-09-16 00:00:00,남성,20 - 29세,서울특별시,기타,국내여행,계약해제.해지/위약금
2020036382,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,기타,초고속인터넷,계약해제.해지/위약금
2020036383,2020-09-16 00:00:00,여성,30 - 39세,경기도,모바일거래,전기스위치,청약철회
2020036384,2020-09-16 00:00:00,여성,30 - 39세,인천광역시,방문판매,국외여행,계약해제.해지/위약금
2020036385,2020-09-16 00:00:00,남성,40 - 49세,경기도,국내온라인거래,항공여객운송서비스,청약철회
2020036386,2020-09-16 00:00:00,여성,65 - 69세,경기도,일반판매,기타정보통신,계약해제.해지/위약금
2020036387,2020-09-16 00:00:00,남성,30 - 39세,충청남도,일반판매,헬스장,계약해제.해지/위약금
2020036388,2020-09-16 00:00:00,여성,불명,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2020036389,2020-09-16 00:00:00,여성,50 - 59세,서울특별시,국내온라인거래,기타의류·섬유,계약해제.해지/위약금
2020036390,2020-09-16 00:00:00,여성,불명,인천광역시,일반판매,인터넷교육서비스,품질(물품/용역)
2020036391,2020-09-16 00:00:00,여성,60 - 64세,부산광역시,일반판매,김치냉장고,품질(물품/용역)
2020036392,2020-09-16 00:00:00,남성,30 - 39세,경기도,기타통신판매,건물청소서비스,품질(물품/용역)
2020036393,2020-09-16 00:00:00,남성,20 - 29세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020036394,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,스마트폰,AS불만
2020036395,2020-09-16 00:00:00,남성,불명,서울특별시,국내온라인거래,안마의자,AS불만
2020036396,2020-09-16 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,사진촬영,계약불이행(불완전이행)
2020036397,2020-09-16 00:00:00,남성,30 - 39세,경기도,국내온라인거래,펜션,계약해제.해지/위약금
2020036398,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,일반판매,정수기대여(렌트),AS불만
2020036399,2020-09-16 00:00:00,여성,30 - 39세,경기도,일반판매,시계,품질(물품/용역)
2020036401,2020-09-16 00:00:00,남성,40 - 49세,충청북도,일반판매,스마트폰,AS불만
2020036402,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,소셜커머스(쇼핑),기타숙박시설,이자.수수료
2020036403,2020-09-16 00:00:00,남성,40 - 49세,충청남도,국내온라인거래,작동완구,표시.광고
2020036404,2020-09-16 00:00:00,여성,30 - 39세,경상남도,국내온라인거래,기타의류·섬유,청약철회
2020036405,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,일반판매,기타공조·냉난방설비,품질(물품/용역)
2020036406,2020-09-16 00:00:00,여성,20 - 29세,인천광역시,일반판매,미용서비스,품질(물품/용역)
2020036407,2020-09-16 00:00:00,남성,50 - 59세,울산광역시,기타통신판매,골프용품,AS불만
2020036408,2020-09-16 00:00:00,남성,50 - 59세,경기도,일반판매,식탁,품질(물품/용역)
2020036409,2020-09-16 00:00:00,남성,20 - 29세,경기도,국내온라인거래,펜션,계약해제.해지/위약금
2020036410,2020-09-16 00:00:00,남성,50 - 59세,인천광역시,일반판매,기타숙박시설,계약해제.해지/위약금
2020036411,2020-09-16 00:00:00,남성,불명,서울특별시,국내온라인거래,기타숙박시설,계약불이행(불완전이행)
2020036414,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2020036415,2020-09-16 00:00:00,여성,10 - 19세,대구광역시,일반판매,미용서비스,품질(물품/용역)
2020036416,2020-09-16 00:00:00,남성,60 - 64세,대구광역시,일반판매,항공여객운송서비스,계약해제.해지/위약금
2020036417,2020-09-16 00:00:00,여성,40 - 49세,대구광역시,국내온라인거래,운동화,청약철회
2020036418,2020-09-16 00:00:00,여성,40 - 49세,경상남도,모바일거래,모바일정보이용서비스,부당행위
2020036419,2020-09-16 00:00:00,남성,30 - 39세,인천광역시,국내온라인거래,시계,품질(물품/용역)
2020036420,2020-09-16 00:00:00,여성,불명,인천광역시,국내온라인거래,냉장고,품질(물품/용역)
2020036421,2020-09-16 00:00:00,여성,40 - 49세,경기도,일반판매,기타인테리어설비,계약해제.해지/위약금
2020036422,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,룸에어컨,AS불만
2020036423,2020-09-16 00:00:00,여성,50 - 59세,대구광역시,일반판매,룸에어컨,품질(물품/용역)
2020036424,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,일반판매,헬스장,품질(물품/용역)
2020036425,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,스마트폰,부당행위
2020036426,2020-09-16 00:00:00,여성,20 - 29세,경기도,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020036427,2020-09-16 00:00:00,남성,40 - 49세,서울특별시,일반판매,한의원,품질(물품/용역)
2020036428,2020-09-16 00:00:00,여성,20 - 29세,서울특별시,일반판매,항공여객운송서비스,계약해제.해지/위약금
2020036429,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,일반판매,기타문화·오락시설이용,계약해제.해지/위약금
2020036430,2020-09-16 00:00:00,여성,30 - 39세,울산광역시,일반판매,숙녀화(구두·부츠 등),품질(물품/용역)
2020036431,2020-09-16 00:00:00,여성,30 - 39세,부산광역시,일반판매,기타일반화장품,품질(물품/용역)
2020036432,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,가스레인지,품질(물품/용역)
2020036433,2020-09-16 00:00:00,여성,40 - 49세,경기도,일반판매,전기진공청소기,품질(물품/용역)
2020036434,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020036435,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020036436,2020-09-16 00:00:00,여성,60 - 64세,전라북도,전화권유판매,신유형상품권,계약불이행(불완전이행)
2020036437,2020-09-16 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,숙녀화(구두·부츠 등),품질(물품/용역)
2020036438,2020-09-16 00:00:00,여성,40 - 49세,부산광역시,모바일거래,기타의류·섬유,계약해제.해지/위약금
2020036439,2020-09-16 00:00:00,남성,70 - 79세,경기도,기타통신판매,기타숙박시설,계약해제.해지/위약금
2020036440,2020-09-16 00:00:00,남성,30 - 39세,충청북도,일반판매,기타스포츠·레저기구·용품,계약불이행(불완전이행)
2020036441,2020-09-16 00:00:00,남성,30 - 39세,경기도,일반판매,기타사설강습서비스,계약해제.해지/위약금
2020036442,2020-09-16 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,인터넷교육서비스,품질(물품/용역)
2020036443,2020-09-16 00:00:00,여성,20 - 29세,경기도,방문판매,미용서비스,계약해제.해지/위약금
2020036444,2020-09-16 00:00:00,남성,40 - 49세,서울특별시,일반판매,항공여객운송서비스,계약해제.해지/위약금
2020036445,2020-09-16 00:00:00,여성,20 - 29세,서울특별시,일반판매,기타회원권,계약해제.해지/위약금
2020036446,2020-09-16 00:00:00,여성,50 - 59세,부산광역시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020036447,2020-09-16 00:00:00,여성,60 - 64세,서울특별시,일반판매,중형승용자동차,계약불이행(불완전이행)
2020036448,2020-09-16 00:00:00,여성,50 - 59세,충청북도,전화권유판매,투자자문(컨설팅),부당행위
2020036449,2020-09-16 00:00:00,여성,30 - 39세,경기도,일반판매,기타인테리어설비,AS불만
2020036451,2020-09-16 00:00:00,여성,30 - 39세,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2020036452,2020-09-16 00:00:00,남성,30 - 39세,경기도,소셜커머스(쇼핑),항공여객운송서비스,계약해제.해지/위약금
2020036453,2020-09-16 00:00:00,남성,30 - 39세,인천광역시,일반판매,전기진공청소기,계약해제.해지/위약금
2020036454,2020-09-16 00:00:00,여성,30 - 39세,전라북도,국내온라인거래,자동차대여(렌트),계약해제.해지/위약금
2020036455,2020-09-16 00:00:00,여성,30 - 39세,충청북도,일반판매,예식서비스,계약해제.해지/위약금
2020036456,2020-09-16 00:00:00,여성,20 - 29세,서울특별시,일반판매,애완견,품질(물품/용역)
2020036457,2020-09-16 00:00:00,여성,20 - 29세,인천광역시,전화권유판매,기타이·미용서비스,계약해제.해지/위약금
2020036458,2020-09-16 00:00:00,여성,불명,경기도,국내온라인거래,향수,청약철회
2020036459,2020-09-16 00:00:00,남성,50 - 59세,울산광역시,기타,상조서비스,계약해제.해지/위약금
2020036460,2020-09-16 00:00:00,남성,20 - 29세,서울특별시,국내온라인거래,인터넷교육서비스,부당행위
2020036461,2020-09-16 00:00:00,남성,30 - 39세,경기도,일반판매,자동차주차장,계약해제.해지/위약금
2020036462,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,일반판매,스마트폰,품질(물품/용역)
2020036463,2020-09-16 00:00:00,여성,40 - 49세,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2020036464,2020-09-16 00:00:00,남성,60 - 64세,서울특별시,전화권유판매,투자자문(컨설팅),부당행위
2020036465,2020-09-16 00:00:00,남성,20 - 29세,서울특별시,기타통신판매,기타숙박시설,계약해제.해지/위약금
2020036466,2020-09-16 00:00:00,남성,30 - 39세,인천광역시,일반판매,외식,품질(물품/용역)
2020036467,2020-09-16 00:00:00,남성,65 - 69세,서울특별시,일반판매,이동전화서비스,계약해제.해지/위약금
2020036468,2020-09-16 00:00:00,여성,40 - 49세,서울특별시,모바일거래,미분류컨설팅(자문),품질(물품/용역)
2020036469,2020-09-16 00:00:00,남성,60 - 64세,대전광역시,일반판매,냉장고,품질(물품/용역)
2020036470,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,방문판매,예식서비스,계약해제.해지/위약금
2020036471,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020036472,2020-09-16 00:00:00,여성,40 - 49세,서울특별시,방문판매,인터넷교육서비스,계약해제.해지/위약금
2020036473,2020-09-16 00:00:00,남성,50 - 59세,경기도,국내온라인거래,소파,품질(물품/용역)
2020036474,2020-09-16 00:00:00,남성,40 - 49세,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2020036475,2020-09-16 00:00:00,남성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020036476,2020-09-16 00:00:00,여성,30 - 39세,경기도,일반판매,외식,계약해제.해지/위약금
2020036477,2020-09-16 00:00:00,남성,20 - 29세,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2020036478,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,자동차대여(렌트),계약해제.해지/위약금
2020036479,2020-09-16 00:00:00,남성,30 - 39세,경상북도,국내온라인거래,통신기기주변장치,품질(물품/용역)
2020036480,2020-09-16 00:00:00,남성,30 - 39세,대구광역시,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2020036481,2020-09-16 00:00:00,여성,30 - 39세,경기도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020036482,2020-09-16 00:00:00,남성,30 - 39세,광주광역시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020036483,2020-09-16 00:00:00,여성,30 - 39세,경기도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020036484,2020-09-16 00:00:00,여성,30 - 39세,대전광역시,국내온라인거래,헬스장,안전(제품/시설)
2020036485,2020-09-16 00:00:00,여성,50 - 59세,경기도,국내온라인거래,건물청소서비스,계약불이행(불완전이행)
2020036486,2020-09-16 00:00:00,여성,20 - 29세,경기도,일반판매,독서실이용,계약해제.해지/위약금
2020036487,2020-09-16 00:00:00,남성,40 - 49세,충청북도,전화권유판매,정수기대여(렌트),계약해제.해지/위약금
2020036488,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,각종공연관람,품질(물품/용역)
2020036489,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,방문판매,정수기대여(렌트),계약해제.해지/위약금
2020036490,2020-09-16 00:00:00,여성,30 - 39세,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2020036491,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,기타인테리어설비,AS불만
2020036492,2020-09-16 00:00:00,남성,40 - 49세,부산광역시,일반판매,초고속인터넷,계약해제.해지/위약금
2020036493,2020-09-16 00:00:00,여성,30 - 39세,경기도,국내온라인거래,전자담배,품질(물품/용역)
2020036494,2020-09-16 00:00:00,여성,30 - 39세,경기도,국내온라인거래,기타의류·섬유,계약해제.해지/위약금
2020036495,2020-09-16 00:00:00,남성,40 - 49세,경기도,일반판매,초고속인터넷,계약해제.해지/위약금
2020036496,2020-09-16 00:00:00,남성,20 - 29세,경상남도,일반판매,스포츠시설이용,계약해제.해지/위약금
2020036497,2020-09-16 00:00:00,남성,40 - 49세,서울특별시,소셜커머스(쇼핑),제습기,청약철회
2020036498,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020036501,2020-09-16 00:00:00,여성,50 - 59세,부산광역시,일반판매,기타세탁서비스,품질(물품/용역)
2020036502,2020-09-16 00:00:00,여성,40 - 49세,대구광역시,방문판매,상조서비스,계약해제.해지/위약금
2020036503,2020-09-16 00:00:00,여성,70 - 79세,경기도,TV홈쇼핑,압력솥,품질(물품/용역)
2020036504,2020-09-16 00:00:00,여성,20 - 29세,부산광역시,일반판매,원피스,품질(물품/용역)
2020036505,2020-09-16 00:00:00,여성,60 - 64세,서울특별시,일반판매,샌들·슬리퍼,품질(물품/용역)
2020036506,2020-09-16 00:00:00,여성,불명,대전광역시,일반판매,헬스장,계약해제.해지/위약금
2020036508,2020-09-16 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020036509,2020-09-16 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020036510,2020-09-16 00:00:00,남성,40 - 49세,경상북도,모바일거래,펜션,계약해제.해지/위약금
2020036511,2020-09-16 00:00:00,남성,20 - 29세,서울특별시,국내온라인거래,노트북컴퓨터,계약불이행(불완전이행)
2020036512,2020-09-16 00:00:00,남성,40 - 49세,경기도,일반판매,자동차수리·점검,품질(물품/용역)
2020036513,2020-09-16 00:00:00,여성,40 - 49세,서울특별시,전화권유판매,투자자문(컨설팅),청약철회
2020036514,2020-09-16 00:00:00,남성,30 - 39세,대구광역시,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020036515,2020-09-16 00:00:00,남성,50 - 59세,인천광역시,국내온라인거래,시계,품질(물품/용역)
2020036516,2020-09-16 00:00:00,남성,50 - 59세,서울특별시,일반판매,운동화,품질(물품/용역)
2020036517,2020-09-16 00:00:00,남성,30 - 39세,충청남도,국내온라인거래,헤드폰·이어폰,품질(물품/용역)
2020036518,2020-09-16 00:00:00,남성,30 - 39세,경기도,일반판매,자동차견인,부당행위
2020036519,2020-09-16 00:00:00,남성,50 - 59세,서울특별시,국내온라인거래,투자자문(컨설팅),청약철회
2020036520,2020-09-16 00:00:00,여성,30 - 39세,울산광역시,일반판매,미용서비스,품질(물품/용역)
2020036522,2020-09-16 00:00:00,남성,60 - 64세,전라남도,전화권유판매,투자자문(컨설팅),부당행위
2020036523,2020-09-16 00:00:00,남성,20 - 29세,서울특별시,방문판매,헬스장,계약해제.해지/위약금
2020036524,2020-09-16 00:00:00,남성,60 - 64세,전라남도,전화권유판매,투자자문(컨설팅),부당행위
2020036525,2020-09-16 00:00:00,남성,30 - 39세,대구광역시,국내온라인거래,샌들·슬리퍼,품질(물품/용역)
2020036526,2020-09-16 00:00:00,남성,30 - 39세,전라북도,국내온라인거래,이동전화서비스,품질(물품/용역)
2020036527,2020-09-16 00:00:00,남성,불명,경기도,일반판매,독서실이용,계약해제.해지/위약금
2020036528,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,아파트,AS불만
2020036529,2020-09-16 00:00:00,여성,60 - 64세,강원도,일반판매,정수기,AS불만
2020036530,2020-09-16 00:00:00,여성,불명,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2020036531,2020-09-16 00:00:00,남성,30 - 39세,전라남도,일반판매,자동차대여(렌트),계약불이행(불완전이행)
2020036532,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,기타이·미용서비스,계약해제.해지/위약금
2020036533,2020-09-16 00:00:00,여성,30 - 39세,경기도,국제온라인거래,블루투스스피커,품질(물품/용역)
2020036534,2020-09-16 00:00:00,여성,40 - 49세,서울특별시,일반판매,미분류대여(렌트),이자.수수료
2020036535,2020-09-16 00:00:00,남성,30 - 39세,서울특별시,일반판매,샌들·슬리퍼,품질(물품/용역)
2020036536,2020-09-16 00:00:00,남성,20 - 29세,경기도,방문판매,기타회원권,계약해제.해지/위약금
2020036539,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,전기맛사지기,품질(물품/용역)
2020036540,2020-09-16 00:00:00,여성,40 - 49세,경기도,방문판매,헬스장,계약해제.해지/위약금
2020036541,2020-09-16 00:00:00,남성,50 - 59세,경기도,일반판매,치과,품질(물품/용역)
2020036542,2020-09-16 00:00:00,여성,10 - 19세,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2020036543,2020-09-16 00:00:00,여성,50 - 59세,경기도,일반판매,소파,품질(물품/용역)
2020036544,2020-09-16 00:00:00,남성,40 - 49세,경기도,국내온라인거래,초음파방충기,계약해제.해지/위약금
2020036545,2020-09-16 00:00:00,남성,70 - 79세,대구광역시,기타통신판매,기타일반화장품,품질(물품/용역)
